spec	Fold_0
nist_1091107	train
nist_1091110	train
nist_1091114	train
nist_1091118	train
nist_1091122	train
nist_1091125	train
nist_1091129	train
nist_1091133	train
nist_1091141	train
nist_1091145	train
nist_1091150	train
nist_1091155	train
nist_1091159	train
nist_1091163	train
nist_1091171	train
nist_1091174	train
nist_1091178	train
nist_1091193	test
nist_1091198	train
nist_1091212	train
nist_1091215	test
nist_1091220	train
nist_1091238	train
nist_1091250	train
nist_1091265	train
nist_1091270	train
nist_1091275	test
nist_1091277	train
nist_1091285	train
nist_1091290	train
nist_1091295	train
nist_1091304	train
nist_1091309	train
nist_1091314	train
nist_1091319	train
nist_1091324	train
nist_1091328	train
nist_1091332	train
nist_1091335	train
nist_1091351	train
nist_1091356	train
nist_1091361	train
nist_1091366	train
nist_1091371	train
nist_1091376	train
nist_1091381	test
nist_1091386	test
nist_1091391	test
nist_1091396	test
nist_1091402	val
nist_1091411	val
nist_1091415	test
nist_1091424	val
nist_1091430	test
nist_1091435	test
nist_1091440	train
nist_1091445	test
nist_1091450	test
nist_1091455	test
nist_1091463	test
nist_1091469	test
nist_1091474	test
nist_1091482	test
nist_1091493	val
nist_1091499	val
nist_1091504	test
nist_1091509	test
nist_1091514	val
nist_1091517	val
nist_1091522	val
nist_1091526	test
nist_1091531	test
nist_1091536	test
nist_1091543	val
nist_1091548	test
nist_1091558	test
nist_1091567	test
nist_1091572	test
nist_1091578	test
nist_1091584	test
nist_1091594	test
nist_1091599	test
nist_1091604	test
nist_1091609	test
nist_1091613	test
nist_1091618	test
nist_1091623	test
nist_1091629	test
nist_1091635	val
nist_1091641	val
nist_1091647	train
nist_1091653	train
nist_1091665	train
nist_1091677	train
nist_1091688	test
nist_1091693	test
nist_1091698	test
nist_1091708	test
nist_1091718	test
nist_1091728	test
nist_1091737	test
nist_1091743	test
nist_1091752	test
nist_1091763	test
nist_1091772	train
nist_1091781	train
nist_1091788	test
nist_1091794	test
nist_1091802	train
nist_1091807	train
nist_1091810	test
nist_1091821	test
nist_1091831	train
nist_1091836	train
nist_1091843	test
nist_1091852	test
nist_1091864	val
nist_1091870	val
nist_1091875	train
nist_1091881	val
nist_1091887	train
nist_1091898	test
nist_1091903	test
nist_1091909	test
nist_1091914	test
nist_1091920	val
nist_1091925	val
nist_1091930	train
nist_1091935	train
nist_1091941	train
nist_1091952	train
nist_1091960	train
nist_1091969	train
nist_1091978	val
nist_1091983	val
nist_1091988	val
nist_1091997	val
nist_1092002	val
nist_1092009	val
nist_1092017	val
nist_1092023	val
nist_1092028	val
nist_1092036	val
nist_1092047	train
nist_1092053	train
nist_1092058	val
nist_1092063	val
nist_1092068	train
nist_1092077	train
nist_1092081	val
nist_1092086	val
nist_1092105	train
nist_1092109	val
nist_1092119	val
nist_1092124	train
nist_1092129	train
nist_1092139	train
nist_1092145	train
nist_1092156	train
nist_1092161	train
nist_1092168	test
nist_1092173	val
nist_1092179	val
nist_1092184	val
nist_1092189	test
nist_1092194	test
nist_1092199	val
nist_1092204	train
nist_1092210	train
nist_1092221	val
nist_1092231	val
nist_1092241	test
nist_1092246	test
nist_1092251	test
nist_1092256	test
nist_1092260	test
nist_1092267	test
nist_1092275	test
nist_1092281	test
nist_1092286	test
nist_1092295	test
nist_1092303	train
nist_1092311	train
nist_1092316	test
nist_1092321	test
nist_1092326	train
nist_1092334	train
nist_1092338	test
nist_1092343	test
nist_1092351	val
nist_1092360	test
nist_1092370	test
nist_1092378	val
nist_1092383	val
nist_1092392	val
nist_1092398	test
nist_1092408	val
nist_1092413	test
nist_1092422	test
nist_1092425	test
nist_1092430	test
nist_1092435	test
nist_1092440	test
nist_1092448	test
nist_1092455	test
nist_1092464	test
nist_1092471	val
nist_1092480	train
nist_1092489	test
nist_1092496	test
nist_1092504	test
nist_1092514	test
nist_1092523	test
nist_1092528	test
nist_1092532	test
nist_1092543	test
nist_1092551	test
nist_1092560	test
nist_1092569	test
nist_1092578	test
nist_1092587	val
nist_1092595	train
nist_1092605	test
nist_1092613	test
nist_1092623	val
nist_1092632	train
nist_1092641	test
nist_1092650	test
nist_1092658	test
nist_1092668	test
nist_1092677	test
nist_1092686	test
nist_1092695	test
nist_1092704	test
nist_1092713	test
nist_1092722	test
nist_1092731	test
nist_1092740	test
nist_1092750	test
nist_1092760	test
nist_1092769	test
nist_1092778	test
nist_1092787	test
nist_1092792	test
nist_1092797	test
nist_1092802	test
nist_1092807	val
nist_1092812	val
nist_1092817	val
nist_1092822	test
nist_1092825	test
nist_1092831	train
nist_1092839	test
nist_1092844	test
nist_1092849	train
nist_1092859	test
nist_1092867	test
nist_1092872	test
nist_1092877	test
nist_1092887	test
nist_1092895	val
nist_1092900	val
nist_1092909	test
nist_1092914	val
nist_1092917	test
nist_1092924	val
nist_1092928	val
nist_1092933	test
nist_1092938	train
nist_1092945	val
nist_1092951	test
nist_1092956	test
nist_1092965	test
nist_1092970	test
nist_1092975	test
nist_1092980	test
nist_1092985	test
nist_1092990	test
nist_1092995	test
nist_1093000	test
nist_1093006	test
nist_1093012	test
nist_1093020	test
nist_1093025	test
nist_1093030	test
nist_1093038	test
nist_1093053	val
nist_1093064	val
nist_1093073	test
nist_1093082	test
nist_1093093	test
nist_1093102	test
nist_1093111	test
nist_1093121	test
nist_1093131	test
nist_1093139	test
nist_1093148	test
nist_1093154	test
nist_1093162	test
nist_1093171	test
nist_1093181	val
nist_1093191	val
nist_1093199	test
nist_1093207	test
nist_1093216	val
nist_1093225	val
nist_1093235	test
nist_1093244	test
nist_1093255	test
nist_1093265	test
nist_1093273	test
nist_1093283	test
nist_1093291	test
nist_1093296	test
nist_1093306	test
nist_1093317	test
nist_1093328	test
nist_1093333	test
nist_1093346	test
nist_1093353	test
nist_1093361	test
nist_1093370	test
nist_1093378	test
nist_1093381	test
nist_1093386	test
nist_1093390	val
nist_1093398	val
nist_1093403	test
nist_1093411	test
nist_1093419	test
nist_1093430	test
nist_1093438	test
nist_1093443	test
nist_1093448	test
nist_1093458	test
nist_1093466	test
nist_1093475	test
nist_1093482	test
nist_1093492	test
nist_1093501	val
nist_1093509	val
nist_1093518	test
nist_1093527	test
nist_1093537	val
nist_1093542	val
nist_1093547	test
nist_1093552	test
nist_1093557	test
nist_1093563	test
nist_1093571	test
nist_1093581	test
nist_1093589	test
nist_1093598	test
nist_1093603	test
nist_1093611	test
nist_1093616	test
nist_1093625	test
nist_1093633	test
nist_1093639	test
nist_1093643	test
nist_1093648	test
nist_1093656	test
nist_1093665	test
nist_1093673	test
nist_1093682	test
nist_1093691	val
nist_1093700	val
nist_1093708	test
nist_1093716	test
nist_1093726	test
nist_1093741	test
nist_1093750	train
nist_1093755	test
nist_1093760	test
nist_1093771	test
nist_1093780	test
nist_1093790	test
nist_1093799	test
nist_1093808	test
nist_1093817	val
nist_1093826	val
nist_1093835	test
nist_1093844	test
nist_1093854	val
nist_1093863	val
nist_1093876	test
nist_1093885	test
nist_1093894	test
nist_1093904	test
nist_1093913	test
nist_1093922	test
nist_1093931	test
nist_1093940	test
nist_1093949	test
nist_1093958	test
nist_1093967	test
nist_1093976	test
nist_1093985	test
nist_1093999	test
nist_1094011	test
nist_1094020	test
nist_1094029	val
nist_1094034	val
nist_1094039	train
nist_1094044	train
nist_1094054	train
nist_1094064	train
nist_1094074	train
nist_1094082	val
nist_1094087	val
nist_1094095	val
nist_1094105	val
nist_1094114	val
nist_1094122	val
nist_1094130	val
nist_1094136	val
nist_1094141	val
nist_1094149	val
nist_1094159	train
nist_1094170	train
nist_1094175	val
nist_1094183	val
nist_1094188	train
nist_1094197	train
nist_1094204	val
nist_1094209	val
nist_1094217	train
nist_1094227	train
nist_1094233	val
nist_1094243	val
nist_1094252	train
nist_1094257	train
nist_1094266	train
nist_1094277	train
nist_1094287	train
nist_1094292	train
nist_1094299	val
nist_1094301	val
nist_1094309	val
nist_1094317	test
nist_1094325	test
nist_1094331	test
nist_1094337	val
nist_1094348	test
nist_1094357	test
nist_1094367	test
nist_1094376	test
nist_1094385	test
nist_1094395	test
nist_1094397	test
nist_1094406	test
nist_1094414	test
nist_1094423	test
nist_1094431	test
nist_1094440	test
nist_1094449	test
nist_1094459	test
nist_1094464	val
nist_1094467	test
nist_1094480	test
nist_1094489	test
nist_1094498	test
nist_1094511	test
nist_1094528	test
nist_1094534	test
nist_1094543	test
nist_1094546	test
nist_1094552	test
nist_1094557	test
nist_1094562	val
nist_1094568	val
nist_1094574	train
nist_1094580	train
nist_1094586	train
nist_1094591	train
nist_1094597	train
nist_1094605	train
nist_1094616	val
nist_1094621	val
nist_1094626	val
nist_1094632	val
nist_1094637	val
nist_1094648	val
nist_1094656	val
nist_1094662	val
nist_1094672	val
nist_1094683	val
nist_1094692	train
nist_1094699	train
nist_1094705	val
nist_1094710	val
nist_1094718	train
nist_1094723	train
nist_1094728	val
nist_1094738	val
nist_1094744	train
nist_1094752	train
nist_1094758	val
nist_1094767	val
nist_1094778	train
nist_1094783	train
nist_1094786	train
nist_1094792	train
nist_1094798	test
nist_1094804	val
nist_1094810	val
nist_1094815	val
nist_1094821	test
nist_1094826	test
nist_1094835	test
nist_1094840	test
nist_1094846	val
nist_1094855	val
nist_1094864	test
nist_1094873	test
nist_1094883	test
nist_1094891	test
nist_1094900	test
nist_1094909	test
nist_1094919	test
nist_1094927	test
nist_1094936	test
nist_1094946	test
nist_1094954	test
nist_1094962	test
nist_1094972	val
nist_1094982	val
nist_1094990	test
nist_1094998	test
nist_1095007	val
nist_1095015	val
nist_1095024	test
nist_1095032	test
nist_1095041	test
nist_1095051	test
nist_1095062	test
nist_1095072	test
nist_1095081	test
nist_1095086	test
nist_1095097	test
nist_1095108	test
nist_1095118	test
nist_1095123	test
nist_1095132	test
nist_1095137	test
nist_1095145	test
nist_1095154	test
nist_1095156	test
nist_1095159	val
nist_1095164	test
nist_1095170	val
nist_1095175	test
nist_1095180	train
nist_1095189	test
nist_1095195	val
nist_1095208	test
nist_1095219	val
nist_1095230	test
nist_1095236	test
nist_1095241	test
nist_1095246	test
nist_1095251	test
nist_1095259	test
nist_1095268	test
nist_1095274	test
nist_1095278	test
nist_1095282	test
nist_1095292	test
nist_1095301	test
nist_1095306	test
nist_1095315	test
nist_1095324	test
nist_1095331	test
nist_1095337	test
nist_1095348	test
nist_1095353	test
nist_1095362	test
nist_1095367	test
nist_1095373	test
nist_1095382	test
nist_1095387	train
nist_1095392	test
nist_1095397	train
nist_1095401	test
nist_1095406	test
nist_1095413	test
nist_1095417	val
nist_1095422	test
nist_1095427	val
nist_1095433	test
nist_1095440	test
nist_1095444	test
nist_1095456	test
nist_1095465	test
nist_1095475	val
nist_1095479	test
nist_1095481	val
nist_1095487	test
nist_1095497	test
nist_1095502	test
nist_1095504	test
nist_1095509	test
nist_1095511	test
nist_1095516	test
nist_1095521	test
nist_1095526	test
nist_1095531	test
nist_1095541	test
nist_1095552	train
nist_1095562	val
nist_1095573	test
nist_1095586	test
nist_1095596	test
nist_1095605	test
nist_1095609	test
nist_1095618	test
nist_1095634	test
nist_1095643	test
nist_1095651	test
nist_1095659	test
nist_1095670	test
nist_1095679	test
nist_1095689	test
nist_1095700	val
nist_1095709	val
nist_1095718	test
nist_1095732	test
nist_1095742	test
nist_1095752	test
nist_1095762	test
nist_1095771	test
nist_1095782	test
nist_1095796	test
nist_1095811	test
nist_1095820	test
nist_1095831	test
nist_1095836	test
nist_1095841	val
nist_1095849	val
nist_1095854	train
nist_1095859	train
nist_1095864	train
nist_1095869	train
nist_1095874	test
nist_1095885	test
nist_1095894	test
nist_1095899	test
nist_1095904	test
nist_1095912	test
nist_1095920	test
nist_1095928	test
nist_1095937	test
nist_1095947	test
nist_1095956	train
nist_1095964	train
nist_1095974	test
nist_1095982	train
nist_1095985	test
nist_1095996	train
nist_1096001	train
nist_1096006	test
nist_1096011	test
nist_1096019	train
nist_1096027	train
nist_1096036	test
nist_1096046	test
nist_1096055	val
nist_1096060	val
nist_1096068	val
nist_1096073	train
nist_1096078	val
nist_1096083	train
nist_1096090	test
nist_1096096	test
nist_1096105	test
nist_1096113	test
nist_1096122	test
nist_1096127	test
nist_1096132	train
nist_1096137	val
nist_1096143	train
nist_1096152	train
nist_1096158	train
nist_1096167	train
nist_1096178	test
nist_1096186	test
nist_1096191	test
nist_1096196	test
nist_1096201	test
nist_1096204	test
nist_1096208	test
nist_1096214	test
nist_1096219	test
nist_1096233	train
nist_1096239	train
nist_1096244	test
nist_1096249	test
nist_1096254	train
nist_1096259	train
nist_1096263	test
nist_1096268	test
nist_1096278	train
nist_1096283	train
nist_1096289	test
nist_1096297	test
nist_1096311	val
nist_1096320	train
nist_1096326	val
nist_1096336	train
nist_1096341	val
nist_1096346	test
nist_1096350	test
nist_1096355	test
nist_1096360	train
nist_1096366	val
nist_1096376	train
nist_1096385	train
nist_1096399	train
nist_1096410	test
nist_1096418	test
nist_1096423	test
nist_1096430	test
nist_1096431	test
nist_1096442	test
nist_1096451	test
nist_1096460	test
nist_1096471	test
nist_1096480	test
nist_1096490	test
nist_1096499	train
nist_1096504	train
nist_1096509	test
nist_1096517	train
nist_1096525	train
nist_1096531	test
nist_1096542	test
nist_1096553	train
nist_1096566	train
nist_1096572	val
nist_1096578	test
nist_1096583	test
nist_1096589	test
nist_1096594	test
nist_1096600	test
nist_1096605	test
nist_1096611	test
nist_1096621	val
nist_1096626	test
nist_1096637	test
nist_1096650	test
nist_1096661	test
nist_1096672	test
nist_1096677	test
nist_1096683	test
nist_1096686	test
nist_1096697	test
nist_1096707	test
nist_1096712	test
nist_1096715	test
nist_1096726	test
nist_1096730	test
nist_1096736	val
nist_1096741	test
nist_1096749	test
nist_1096759	test
nist_1096764	test
nist_1096771	test
nist_1096781	test
nist_1096793	test
nist_1096803	test
nist_1096810	test
nist_1096816	test
nist_1096822	test
nist_1096831	test
nist_1096834	test
nist_1096838	test
nist_1096841	test
nist_1096851	test
nist_1096859	test
nist_1096868	test
nist_1096876	test
nist_1096885	val
nist_1096894	val
nist_1096904	test
nist_1096913	test
nist_1096923	test
nist_1096934	test
nist_1096943	test
nist_1096948	test
nist_1096953	test
nist_1096963	test
nist_1096972	test
nist_1096982	test
nist_1096991	test
nist_1097000	test
nist_1097009	val
nist_1097018	val
nist_1097027	test
nist_1097036	test
nist_1097046	val
nist_1097055	val
nist_1097064	test
nist_1097073	test
nist_1097082	test
nist_1097092	test
nist_1097101	test
nist_1097111	test
nist_1097120	test
nist_1097129	test
nist_1097138	test
nist_1097147	test
nist_1097156	test
nist_1097166	test
nist_1097176	test
nist_1097185	test
nist_1097194	test
nist_1097202	test
nist_1097211	train
nist_1097227	train
nist_1097238	train
nist_1097254	train
nist_1097267	train
nist_1097274	train
nist_1097287	train
nist_1097320	train
nist_1097324	train
nist_1097339	train
nist_1097348	train
nist_1097358	train
nist_1097367	train
nist_1097378	train
nist_1097385	train
nist_1097394	train
nist_1097405	train
nist_1097417	train
nist_1097433	train
nist_1097444	train
nist_1097458	train
nist_1097473	train
nist_1097477	train
nist_1097492	train
nist_1097505	train
nist_1097519	train
nist_1097539	train
nist_1097553	train
nist_1097564	train
nist_1097580	train
nist_1097585	train
nist_1097599	train
nist_1097615	train
nist_1097628	train
nist_1097643	train
nist_1097657	train
nist_1097675	train
nist_1097690	train
nist_1097691	train
nist_1097706	train
nist_1097719	train
nist_1097755	test
nist_1097769	test
nist_1097783	test
nist_1097814	train
nist_1097829	val
nist_1097844	test
nist_1097878	train
nist_1097893	train
