spec	Fold_0
nist_1091107	train
nist_1091110	test
nist_1091114	test
nist_1091118	train
nist_1091122	train
nist_1091125	train
nist_1091129	train
nist_1091133	train
nist_1091141	train
nist_1091145	train
nist_1091150	test
nist_1091155	train
nist_1091159	train
nist_1091163	train
nist_1091171	train
nist_1091174	train
nist_1091178	train
nist_1091193	train
nist_1091198	test
nist_1091212	train
nist_1091215	train
nist_1091220	train
nist_1091238	train
nist_1091250	train
nist_1091265	train
nist_1091270	val
nist_1091275	train
nist_1091277	train
nist_1091285	train
nist_1091290	val
nist_1091295	test
nist_1091304	train
nist_1091309	train
nist_1091314	train
nist_1091319	train
nist_1091324	train
nist_1091328	train
nist_1091332	train
nist_1091335	train
nist_1091351	val
nist_1091356	train
nist_1091361	train
nist_1091366	train
nist_1091371	train
nist_1091376	train
nist_1091381	val
nist_1091386	train
nist_1091391	val
nist_1091396	train
nist_1091402	train
nist_1091411	train
nist_1091415	val
nist_1091424	val
nist_1091430	train
nist_1091435	train
nist_1091440	train
nist_1091445	train
nist_1091450	train
nist_1091455	train
nist_1091463	train
nist_1091469	train
nist_1091474	train
nist_1091482	train
nist_1091493	train
nist_1091499	train
nist_1091504	val
nist_1091509	train
nist_1091514	train
nist_1091517	val
nist_1091522	train
nist_1091526	train
nist_1091531	val
nist_1091536	train
nist_1091543	test
nist_1091548	train
nist_1091558	train
nist_1091567	train
nist_1091572	train
nist_1091578	train
nist_1091584	train
nist_1091594	train
nist_1091599	train
nist_1091604	train
nist_1091609	train
nist_1091613	train
nist_1091618	train
nist_1091623	train
nist_1091629	train
nist_1091635	train
nist_1091641	train
nist_1091647	train
nist_1091653	train
nist_1091665	train
nist_1091677	train
nist_1091688	train
nist_1091693	train
nist_1091698	train
nist_1091708	train
nist_1091718	train
nist_1091728	train
nist_1091737	test
nist_1091743	train
nist_1091752	train
nist_1091763	train
nist_1091772	train
nist_1091781	train
nist_1091788	train
nist_1091794	train
nist_1091802	train
nist_1091807	test
nist_1091810	train
nist_1091821	train
nist_1091831	test
nist_1091836	train
nist_1091843	train
nist_1091852	train
nist_1091864	test
nist_1091870	train
nist_1091875	train
nist_1091881	train
nist_1091887	train
nist_1091898	train
nist_1091903	train
nist_1091909	val
nist_1091914	train
nist_1091920	val
nist_1091925	train
nist_1091930	train
nist_1091935	train
nist_1091941	train
nist_1091952	train
nist_1091960	train
nist_1091969	train
nist_1091978	train
nist_1091983	train
nist_1091988	train
nist_1091997	train
nist_1092002	train
nist_1092009	train
nist_1092017	train
nist_1092023	train
nist_1092028	train
nist_1092036	train
nist_1092047	train
nist_1092053	val
nist_1092058	train
nist_1092063	train
nist_1092068	train
nist_1092077	train
nist_1092081	train
nist_1092086	train
nist_1092105	train
nist_1092109	train
nist_1092119	train
nist_1092124	train
nist_1092129	val
nist_1092139	test
nist_1092145	train
nist_1092156	train
nist_1092161	train
nist_1092168	val
nist_1092173	train
nist_1092179	train
nist_1092184	train
nist_1092189	train
nist_1092194	train
nist_1092199	train
nist_1092204	train
nist_1092210	train
nist_1092221	train
nist_1092231	train
nist_1092241	train
nist_1092246	train
nist_1092251	test
nist_1092256	train
nist_1092260	train
nist_1092267	test
nist_1092275	train
nist_1092281	test
nist_1092286	train
nist_1092295	train
nist_1092303	train
nist_1092311	train
nist_1092316	train
nist_1092321	train
nist_1092326	train
nist_1092334	test
nist_1092338	train
nist_1092343	train
nist_1092351	val
nist_1092360	train
nist_1092370	val
nist_1092378	train
nist_1092383	test
nist_1092392	train
nist_1092398	train
nist_1092408	train
nist_1092413	train
nist_1092422	train
nist_1092425	train
nist_1092430	train
nist_1092435	test
nist_1092440	train
nist_1092448	train
nist_1092455	train
nist_1092464	train
nist_1092471	val
nist_1092480	train
nist_1092489	train
nist_1092496	train
nist_1092504	train
nist_1092514	test
nist_1092523	train
nist_1092528	val
nist_1092532	train
nist_1092543	train
nist_1092551	test
nist_1092560	train
nist_1092569	train
nist_1092578	train
nist_1092587	train
nist_1092595	train
nist_1092605	test
nist_1092613	train
nist_1092623	val
nist_1092632	train
nist_1092641	test
nist_1092650	train
nist_1092658	test
nist_1092668	val
nist_1092677	train
nist_1092686	val
nist_1092695	train
nist_1092704	val
nist_1092713	train
nist_1092722	train
nist_1092731	test
nist_1092740	train
nist_1092750	train
nist_1092760	train
nist_1092769	train
nist_1092778	train
nist_1092787	train
nist_1092792	train
nist_1092797	train
nist_1092802	train
nist_1092807	train
nist_1092812	train
nist_1092817	train
nist_1092822	train
nist_1092825	train
nist_1092831	train
nist_1092839	train
nist_1092844	train
nist_1092849	train
nist_1092859	train
nist_1092867	train
nist_1092872	test
nist_1092877	train
nist_1092887	train
nist_1092895	train
nist_1092900	train
nist_1092909	test
nist_1092914	train
nist_1092917	val
nist_1092924	train
nist_1092928	train
nist_1092933	train
nist_1092938	train
nist_1092945	train
nist_1092951	train
nist_1092956	train
nist_1092965	train
nist_1092970	train
nist_1092975	train
nist_1092980	train
nist_1092985	test
nist_1092990	train
nist_1092995	train
nist_1093000	train
nist_1093006	train
nist_1093012	test
nist_1093020	train
nist_1093025	train
nist_1093030	train
nist_1093038	train
nist_1093053	train
nist_1093064	train
nist_1093073	val
nist_1093082	val
nist_1093093	train
nist_1093102	train
nist_1093111	train
nist_1093121	train
nist_1093131	train
nist_1093139	train
nist_1093148	train
nist_1093154	train
nist_1093162	train
nist_1093171	train
nist_1093181	train
nist_1093191	train
nist_1093199	train
nist_1093207	train
nist_1093216	train
nist_1093225	train
nist_1093235	train
nist_1093244	train
nist_1093255	train
nist_1093265	test
nist_1093273	train
nist_1093283	train
nist_1093291	train
nist_1093296	train
nist_1093306	train
nist_1093317	train
nist_1093328	val
nist_1093333	test
nist_1093346	train
nist_1093353	train
nist_1093361	train
nist_1093370	train
nist_1093378	train
nist_1093381	train
nist_1093386	train
nist_1093390	train
nist_1093398	test
nist_1093403	train
nist_1093411	train
nist_1093419	train
nist_1093430	train
nist_1093438	train
nist_1093443	train
nist_1093448	train
nist_1093458	train
nist_1093466	train
nist_1093475	train
nist_1093482	train
nist_1093492	train
nist_1093501	train
nist_1093509	train
nist_1093518	train
nist_1093527	train
nist_1093537	train
nist_1093542	train
nist_1093547	train
nist_1093552	train
nist_1093557	train
nist_1093563	train
nist_1093571	train
nist_1093581	train
nist_1093589	train
nist_1093598	train
nist_1093603	train
nist_1093611	train
nist_1093616	test
nist_1093625	val
nist_1093633	train
nist_1093639	train
nist_1093643	train
nist_1093648	train
nist_1093656	train
nist_1093665	train
nist_1093673	train
nist_1093682	test
nist_1093691	train
nist_1093700	train
nist_1093708	train
nist_1093716	test
nist_1093726	train
nist_1093741	val
nist_1093750	train
nist_1093755	train
nist_1093760	train
nist_1093771	train
nist_1093780	train
nist_1093790	train
nist_1093799	train
nist_1093808	train
nist_1093817	train
nist_1093826	train
nist_1093835	train
nist_1093844	train
nist_1093854	train
nist_1093863	train
nist_1093876	train
nist_1093885	train
nist_1093894	train
nist_1093904	train
nist_1093913	train
nist_1093922	train
nist_1093931	test
nist_1093940	train
nist_1093949	train
nist_1093958	train
nist_1093967	train
nist_1093976	train
nist_1093985	train
nist_1093999	train
nist_1094011	train
nist_1094020	train
nist_1094029	test
nist_1094034	train
nist_1094039	train
nist_1094044	val
nist_1094054	train
nist_1094064	train
nist_1094074	train
nist_1094082	val
nist_1094087	train
nist_1094095	train
nist_1094105	train
nist_1094114	val
nist_1094122	train
nist_1094130	train
nist_1094136	train
nist_1094141	val
nist_1094149	train
nist_1094159	train
nist_1094170	train
nist_1094175	test
nist_1094183	train
nist_1094188	train
nist_1094197	train
nist_1094204	val
nist_1094209	train
nist_1094217	val
nist_1094227	train
nist_1094233	train
nist_1094243	test
nist_1094252	train
nist_1094257	train
nist_1094266	train
nist_1094277	test
nist_1094287	train
nist_1094292	train
nist_1094299	train
nist_1094301	test
nist_1094309	train
nist_1094317	train
nist_1094325	train
nist_1094331	train
nist_1094337	train
nist_1094348	test
nist_1094357	val
nist_1094367	train
nist_1094376	train
nist_1094385	val
nist_1094395	train
nist_1094397	train
nist_1094406	train
nist_1094414	train
nist_1094423	train
nist_1094431	train
nist_1094440	train
nist_1094449	train
nist_1094459	val
nist_1094464	train
nist_1094467	train
nist_1094480	train
nist_1094489	train
nist_1094498	train
nist_1094511	train
nist_1094528	train
nist_1094534	train
nist_1094543	train
nist_1094546	train
nist_1094552	test
nist_1094557	train
nist_1094562	train
nist_1094568	val
nist_1094574	train
nist_1094580	train
nist_1094586	train
nist_1094591	test
nist_1094597	test
nist_1094605	test
nist_1094616	train
nist_1094621	train
nist_1094626	train
nist_1094632	train
nist_1094637	train
nist_1094648	train
nist_1094656	test
nist_1094662	train
nist_1094672	train
nist_1094683	train
nist_1094692	test
nist_1094699	val
nist_1094705	train
nist_1094710	test
nist_1094718	train
nist_1094723	train
nist_1094728	train
nist_1094738	train
nist_1094744	train
nist_1094752	train
nist_1094758	train
nist_1094767	train
nist_1094778	test
nist_1094783	train
nist_1094786	test
nist_1094792	train
nist_1094798	train
nist_1094804	train
nist_1094810	train
nist_1094815	train
nist_1094821	train
nist_1094826	train
nist_1094835	train
nist_1094840	train
nist_1094846	train
nist_1094855	train
nist_1094864	train
nist_1094873	train
nist_1094883	train
nist_1094891	train
nist_1094900	train
nist_1094909	test
nist_1094919	train
nist_1094927	test
nist_1094936	train
nist_1094946	val
nist_1094954	train
nist_1094962	test
nist_1094972	train
nist_1094982	train
nist_1094990	train
nist_1094998	train
nist_1095007	train
nist_1095015	train
nist_1095024	train
nist_1095032	train
nist_1095041	train
nist_1095051	train
nist_1095062	train
nist_1095072	train
nist_1095081	train
nist_1095086	train
nist_1095097	train
nist_1095108	train
nist_1095118	train
nist_1095123	train
nist_1095132	train
nist_1095137	train
nist_1095145	train
nist_1095154	train
nist_1095156	train
nist_1095159	train
nist_1095164	train
nist_1095170	test
nist_1095175	train
nist_1095180	test
nist_1095189	train
nist_1095195	train
nist_1095208	train
nist_1095219	train
nist_1095230	test
nist_1095236	train
nist_1095241	train
nist_1095246	test
nist_1095251	train
nist_1095259	train
nist_1095268	train
nist_1095274	val
nist_1095278	train
nist_1095282	train
nist_1095292	train
nist_1095301	train
nist_1095306	train
nist_1095315	train
nist_1095324	train
nist_1095331	train
nist_1095337	train
nist_1095348	train
nist_1095353	train
nist_1095362	train
nist_1095367	train
nist_1095373	train
nist_1095382	train
nist_1095387	train
nist_1095392	train
nist_1095397	train
nist_1095401	train
nist_1095406	test
nist_1095413	train
nist_1095417	val
nist_1095422	train
nist_1095427	train
nist_1095433	val
nist_1095440	train
nist_1095444	train
nist_1095456	train
nist_1095465	train
nist_1095475	val
nist_1095479	train
nist_1095481	train
nist_1095487	test
nist_1095497	train
nist_1095502	val
nist_1095504	train
nist_1095509	train
nist_1095511	train
nist_1095516	train
nist_1095521	train
nist_1095526	train
nist_1095531	train
nist_1095541	train
nist_1095552	train
nist_1095562	train
nist_1095573	train
nist_1095586	train
nist_1095596	train
nist_1095605	train
nist_1095609	train
nist_1095618	train
nist_1095634	train
nist_1095643	train
nist_1095651	val
nist_1095659	test
nist_1095670	train
nist_1095679	train
nist_1095689	train
nist_1095700	train
nist_1095709	train
nist_1095718	train
nist_1095732	train
nist_1095742	train
nist_1095752	train
nist_1095762	train
nist_1095771	train
nist_1095782	train
nist_1095796	val
nist_1095811	train
nist_1095820	train
nist_1095831	train
nist_1095836	train
nist_1095841	train
nist_1095849	train
nist_1095854	test
nist_1095859	train
nist_1095864	test
nist_1095869	train
nist_1095874	test
nist_1095885	train
nist_1095894	train
nist_1095899	train
nist_1095904	val
nist_1095912	train
nist_1095920	train
nist_1095928	train
nist_1095937	test
nist_1095947	train
nist_1095956	train
nist_1095964	train
nist_1095974	train
nist_1095982	train
nist_1095985	train
nist_1095996	train
nist_1096001	train
nist_1096006	train
nist_1096011	val
nist_1096019	val
nist_1096027	train
nist_1096036	val
nist_1096046	train
nist_1096055	train
nist_1096060	train
nist_1096068	train
nist_1096073	test
nist_1096078	train
nist_1096083	train
nist_1096090	train
nist_1096096	train
nist_1096105	train
nist_1096113	train
nist_1096122	train
nist_1096127	train
nist_1096132	train
nist_1096137	train
nist_1096143	train
nist_1096152	train
nist_1096158	test
nist_1096167	train
nist_1096178	test
nist_1096186	train
nist_1096191	train
nist_1096196	train
nist_1096201	train
nist_1096204	train
nist_1096208	train
nist_1096214	train
nist_1096219	train
nist_1096233	train
nist_1096239	train
nist_1096244	train
nist_1096249	train
nist_1096254	train
nist_1096259	train
nist_1096263	train
nist_1096268	train
nist_1096278	train
nist_1096283	train
nist_1096289	train
nist_1096297	train
nist_1096311	train
nist_1096320	train
nist_1096326	train
nist_1096336	train
nist_1096341	train
nist_1096346	train
nist_1096350	train
nist_1096355	train
nist_1096360	train
nist_1096366	train
nist_1096376	train
nist_1096385	train
nist_1096399	train
nist_1096410	test
nist_1096418	train
nist_1096423	test
nist_1096430	train
nist_1096431	train
nist_1096442	test
nist_1096451	train
nist_1096460	train
nist_1096471	train
nist_1096480	train
nist_1096490	train
nist_1096499	train
nist_1096504	train
nist_1096509	train
nist_1096517	test
nist_1096525	train
nist_1096531	train
nist_1096542	train
nist_1096553	test
nist_1096566	train
nist_1096572	val
nist_1096578	train
nist_1096583	train
nist_1096589	train
nist_1096594	train
nist_1096600	train
nist_1096605	test
nist_1096611	train
nist_1096621	train
nist_1096626	train
nist_1096637	test
nist_1096650	train
nist_1096661	train
nist_1096672	train
nist_1096677	test
nist_1096683	train
nist_1096686	train
nist_1096697	train
nist_1096707	train
nist_1096712	train
nist_1096715	train
nist_1096726	train
nist_1096730	train
nist_1096736	val
nist_1096741	val
nist_1096749	train
nist_1096759	val
nist_1096764	train
nist_1096771	test
nist_1096781	test
nist_1096793	train
nist_1096803	train
nist_1096810	train
nist_1096816	train
nist_1096822	train
nist_1096831	train
nist_1096834	train
nist_1096838	train
nist_1096841	test
nist_1096851	train
nist_1096859	train
nist_1096868	train
nist_1096876	train
nist_1096885	train
nist_1096894	train
nist_1096904	train
nist_1096913	train
nist_1096923	val
nist_1096934	train
nist_1096943	train
nist_1096948	train
nist_1096953	train
nist_1096963	test
nist_1096972	test
nist_1096982	train
nist_1096991	train
nist_1097000	train
nist_1097009	train
nist_1097018	test
nist_1097027	train
nist_1097036	train
nist_1097046	train
nist_1097055	train
nist_1097064	train
nist_1097073	train
nist_1097082	train
nist_1097092	train
nist_1097101	train
nist_1097111	train
nist_1097120	train
nist_1097129	train
nist_1097138	train
nist_1097147	val
nist_1097156	train
nist_1097166	test
nist_1097176	train
nist_1097185	train
nist_1097194	train
nist_1097202	train
nist_1097211	train
nist_1097227	train
nist_1097238	train
nist_1097254	train
nist_1097267	train
nist_1097274	train
nist_1097287	val
nist_1097320	test
nist_1097324	train
nist_1097339	train
nist_1097348	train
nist_1097358	test
nist_1097367	val
nist_1097378	train
nist_1097385	train
nist_1097394	train
nist_1097405	train
nist_1097417	test
nist_1097433	train
nist_1097444	train
nist_1097458	train
nist_1097473	train
nist_1097477	train
nist_1097492	train
nist_1097505	val
nist_1097519	test
nist_1097539	train
nist_1097553	train
nist_1097564	train
nist_1097580	train
nist_1097585	train
nist_1097599	train
